run,method,ppc,flip_coef,r,time,v_theta_sim,v_theta_analytical_t0,v_theta_analytical_tfin
lamb_pic_ppc3_t4,pic,3,,0.2706666666666666,30.0,0.21847095679185255,0.43433522093752674,0.19786129096758487
lamb_pic_ppc3_t4,pic,3,,0.2861333333333333,30.0,0.22880428977075246,0.4479315513668885,0.20700003827351487
lamb_pic_ppc3_t4,pic,3,,0.3016,30.0,0.23733128247146235,0.4600898658094287,0.2158122233576621
lamb_pic_ppc3_t4,pic,3,,0.3170666666666666,30.0,0.24560094509343103,0.47082886108482047,0.22428889776466882
lamb_pic_ppc3_t4,pic,3,,0.3325333333333333,30.0,0.25526449001025836,0.4801760374493151,0.2324222531423198
lamb_pic_ppc3_t4,pic,3,,0.348,30.0,0.26440250334148496,0.48816694952214795,0.24020562627405306
lamb_pic_ppc3_t4,pic,3,,0.3634666666666666,30.0,0.2718463164425107,0.4948444005886417,0.24763349821032538
lamb_pic_ppc3_t4,pic,3,,0.3789333333333333,30.0,0.27851828815150215,0.5002575958109977,0.2547014876463922
lamb_pic_ppc3_t4,pic,3,,0.3944,30.0,0.2857954378529889,0.5044612696705381,0.26140633873258645
lamb_pic_ppc3_t4,pic,3,,0.4098666666666666,30.0,0.2923643862253483,0.5075148024533452,0.26774590353913724
lamb_pic_ppc3_t4,pic,3,,0.4253333333333333,30.0,0.2985732929420969,0.5094813398063296,0.27371911943069493
lamb_pic_ppc3_t4,pic,3,,0.44079999999999997,30.0,0.3036959454603053,0.5104269283694319,0.2793259816357654
lamb_pic_ppc3_t4,pic,3,,0.4562666666666666,30.0,0.3090047932237139,0.5104196792722421,0.28456751132301916
lamb_pic_ppc3_t4,pic,3,,0.4717333333333333,30.0,0.31401865287279307,0.5095289699124792,0.289445719519757
lamb_pic_ppc3_t4,pic,3,,0.48719999999999997,30.0,0.3181157552149409,0.5078246929530228,0.29396356722756734
lamb_pic_ppc3_t4,pic,3,,0.5026666666666666,30.0,0.3219654576895779,0.5053765599266045,0.2981249221063343
lamb_pic_ppc3_t4,pic,3,,0.5181333333333333,30.0,0.3255906413935193,0.5022534652642757,0.30193451211019967
lamb_pic_ppc3_t4,pic,3,,0.5335999999999999,30.0,0.32887331709917444,0.4985229150040373,0.30539787646786576
lamb_pic_ppc3_t4,pic,3,,0.5490666666666666,30.0,0.33170813330201965,0.4942505229246528,0.3085213144047856
lamb_pic_ppc3_t4,pic,3,,0.5645333333333333,30.0,0.334100096453733,0.48949957541740974,0.3113118320064119
lamb_pic_ppc3_t4,pic,3,,0.5799999999999998,30.0,0.33602806833817506,0.4843306650813849,0.31377708761987394
lamb_pic_ppc3_t4,pic,3,,0.5954666666666666,30.0,0.33753772224046696,0.47880139182646997,0.3159253361863866
lamb_pic_ppc3_t4,pic,3,,0.6109333333333333,30.0,0.3389271790183972,0.4729661292085485,0.31776537288852524
lamb_pic_ppc3_t4,pic,3,,0.6263999999999998,30.0,0.3399470241328709,0.4668758528132504,0.31930647648545246
lamb_pic_ppc3_t4,pic,3,,0.6418666666666666,30.0,0.3407092527778857,0.46057802675405396,0.3205583526954657
lamb_pic_ppc3_t4,pic,3,,0.6573333333333333,30.0,0.3410205770025314,0.4541165437580126,0.3215310779691057
lamb_pic_ppc3_t4,pic,3,,0.6727999999999998,30.0,0.341123386674079,0.4475317138747211,0.3222350439777753
lamb_pic_ppc3_t4,pic,3,,0.6882666666666666,30.0,0.34095848562481856,0.4408602965544005,0.3226809031226525
lamb_pic_ppc3_t4,pic,3,,0.7037333333333333,30.0,0.3405317056529236,0.43413557068919706,0.3228795153469043
lamb_pic_ppc3_t4,pic,3,,0.7191999999999998,30.0,0.33990713893858404,0.42738743718562644,0.3228418965111134
lamb_pic_ppc3_t4,pic,3,,0.7346666666666666,30.0,0.33894820547857335,0.42064254872143697,0.32257916856769936
lamb_pic_ppc3_t4,pic,3,,0.7501333333333333,30.0,0.3377935219972737,0.4139244615217211,0.3221025117452268
lamb_pic_ppc3_t4,pic,3,,0.7655999999999998,30.0,0.33654132445650564,0.40725380425100105,0.32142311892812514
lamb_pic_ppc3_t4,pic,3,,0.7810666666666666,30.0,0.3352054727189078,0.40064845944431376,0.320552152391761
lamb_pic_ppc3_t4,pic,3,,0.7965333333333333,30.0,0.3333834563169025,0.39412375327543603,0.31950070302725647
lamb_pic_ppc3_t4,pic,3,,0.8119999999999998,30.0,0.3314247786078307,0.38769264986955393,0.31827975216518073
lamb_pic_ppc3_t4,pic,3,,0.8274666666666666,30.0,0.329433193936032,0.3813659467971647,0.3169001360824761
lamb_pic_ppc3_t4,pic,3,,0.8429333333333333,30.0,0.32734152796290406,0.3751524688234367,0.31537251325292115
lamb_pic_ppc3_t4,pic,3,,0.8583999999999998,30.0,0.3252087166283792,0.36905925742173934,0.31370733437826914
lamb_pic_ppc3_t4,pic,3,,0.8738666666666666,30.0,0.32265355052203154,0.3630917539823007,0.3119148152150983
lamb_pic_ppc3_t4,pic,3,,0.8893333333333333,30.0,0.32010648918784573,0.3572539750492691,0.3100049121915097
lamb_pic_ppc3_t4,pic,3,,0.9047999999999998,30.0,0.31757185129757953,0.35154867829577235,0.30798730078824305
lamb_pic_ppc3_t4,pic,3,,0.9202666666666666,30.0,0.3151131777115922,0.3459775182923552,0.3058713566406367
lamb_pic_ppc3_t4,pic,3,,0.9357333333333333,30.0,0.3123152526596193,0.3405411914363392,0.3036661393012395
lamb_pic_ppc3_t4,pic,3,,0.9511999999999998,30.0,0.30942743770230685,0.3352395696863806,0.3013803785878171
lamb_pic_ppc3_t4,pic,3,,0.9666666666666666,30.0,0.30640980157294845,0.3300718229871938,0.2990224634280553
lamb_pic_ppc3_t4,pic,3,,0.9821333333333333,30.0,0.3038857129998611,0.32503653047439457,0.2966004331004424
lamb_pic_ppc3_t4,pic,3,,0.9975999999999998,30.0,0.30112763385309677,0.3201317807198954,0.2941219707606236
lamb_pic_ppc3_t4,pic,3,,1.0130666666666666,30.0,0.29793995010546176,0.315355261416102,0.2915943991339488
lamb_pic_ppc3_t4,pic,3,,1.0285333333333333,30.0,0.29460594706424165,0.3107043390046577,0.28902467824794087
lamb_pic_ppc3_t4,pic,3,,1.0439999999999998,30.0,0.29160987013068246,0.3061761288353704,0.28641940507295166
lamb_pic_ppc3_t4,pic,3,,1.0594666666666666,30.0,0.28889371367727795,0.30176755649616155,0.2837848149352958
lamb_pic_ppc3_t4,pic,3,,1.074933333333333,30.0,0.28589334137535505,0.29747541098842956,0.2811267845645695
lamb_pic_ppc3_t4,pic,3,,1.0903999999999998,30.0,0.28264674412509505,0.29329639043715033,0.2784508366356154
lamb_pic_ppc3_t4,pic,3,,1.1058666666666666,30.0,0.2796888789784619,0.2892271410243167,0.2757621456655769
lamb_pic_ppc3_t4,pic,3,,1.1213333333333333,30.0,0.27713660600142376,0.28526428982073687,0.27306554512761744
lamb_pic_ppc3_t4,pic,3,,1.1367999999999998,30.0,0.2739579216917568,0.2814044721674055,0.27036553564505195
lamb_pic_ppc3_t4,pic,3,,1.1522666666666666,30.0,0.27082677419218987,0.27764435422600164,0.26766629413275567
lamb_pic_ppc3_t4,pic,3,,1.167733333333333,30.0,0.2678261540310734,0.2739806512807016,0.2649716837566709
lamb_pic_ppc3_t4,pic,3,,1.1831999999999998,30.0,0.26505705652757766,0.27041014233227817,0.26228526458691886
lamb_pic_ppc3_t4,pic,3,,1.1986666666666665,30.0,0.2620187960887058,0.266929681482023,0.2596103048253482
lamb_pic_ppc3_t4,pic,3,,1.2141333333333333,30.0,0.25909038297722936,0.26353620655870297,0.2569497924941979
lamb_pic_ppc3_t4,pic,3,,1.2295999999999998,30.0,0.25618370719945677,0.26022674539768154,0.2543064474788353
lamb_pic_ppc3_t4,pic,3,,1.2450666666666665,30.0,0.25345288393478904,0.25699842013837004,0.25168273382414547
lamb_pic_ppc3_t4,pic,3,,1.260533333333333,30.0,0.25085259389679393,0.2538484498650195,0.2490808721910133
lamb_pic_ppc3_t4,pic,3,,1.2759999999999998,30.0,0.2479805648031359,0.25077415187701285,0.24650285238635986
lamb_pic_ppc3_t4,pic,3,,1.2914666666666665,30.0,0.24519789107976728,0.2477729418386303,0.24395044588730724
lamb_pic_ppc3_t4,pic,3,,1.3069333333333333,30.0,0.24244916604140654,0.2448423330249327,0.2414252182871556
lamb_pic_ppc3_t4,pic,3,,1.3223999999999998,30.0,0.240091697144244,0.24197993485005403,0.23892854159792012
lamb_pic_ppc3_t4,pic,3,,1.3378666666666665,30.0,0.23734376876905827,0.23918345083681514,0.23646160635111385
lamb_pic_ppc3_t4,pic,3,,1.353333333333333,30.0,0.23470700401097572,0.23645067616210533,0.23402543344523663
lamb_pic_ppc3_t4,pic,3,,1.3687999999999998,30.0,0.2321080345336609,0.23377949489080976,0.2316208856949833
lamb_pic_ppc3_t4,pic,3,,1.3842666666666665,30.0,0.22950221722541242,0.23116787699203234,0.2292486790434856
lamb_pic_ppc3_t4,pic,3,,1.3997333333333333,30.0,0.22731402539022785,0.2286138752147863,0.2269093934049095
lamb_pic_ppc3_t4,pic,3,,1.4151999999999998,30.0,0.22455480519341472,0.22611562188600368,0.2246034831104238
lamb_pic_ppc3_t4,pic,3,,1.4306666666666665,30.0,0.2221532977790742,0.22367132568143477,0.2223312869359076
lamb_pic_ppc3_t4,pic,3,,1.446133333333333,30.0,0.21984461056337143,0.22127926840956955,0.22009303769476835
lamb_pic_ppc3_t4,pic,3,,1.4615999999999998,30.0,0.21779309349096979,0.21893780183989842,0.21788887138387358
lamb_pic_ppc3_t4,pic,3,,1.4770666666666665,30.0,0.21513437335940494,0.21664534459946247,0.2157188358748699
lamb_pic_ppc3_t4,pic,3,,1.4925333333333333,30.0,0.2127073885067015,0.21440037915552093,0.21358289914705236
lamb_pic_ppc3_t4,pic,3,,1.5079999999999998,30.0,0.21031793194565257,0.2122014488971371,0.21148095706147796
lamb_pic_ppc3_t4,pic,3,,1.5234666666666665,30.0,0.20824798292096874,0.21004715532438453,0.20941284067917498
lamb_pic_ppc3_t4,pic,3,,1.538933333333333,30.0,0.20599686455082236,0.20793615535057303,0.20737832312911356
lamb_pic_ppc3_t4,pic,3,,1.5543999999999998,30.0,0.2033864465378896,0.20586715872026387,0.20537712603406608
lamb_pic_ppc3_t4,pic,3,,1.5698666666666665,30.0,0.20109744353401607,0.20383892554377533,0.20340892550463047
lamb_pic_ppc3_t4,pic,3,,1.5853333333333333,30.0,0.19905889236720029,0.20185026394727987,0.20147335771351313
lamb_pic_ppc3_t4,pic,3,,1.6007999999999998,30.0,0.19714235262489804,0.19990002783638244,0.19957002406370608
lamb_pic_ppc3_t4,pic,3,,1.6162666666666665,30.0,0.1942575842198733,0.19798711477017047,0.19769849596544714
lamb_pic_ppc3_t4,pic,3,,1.631733333333333,30.0,0.19201337413243788,0.19611046394208587,0.19585831923785596
lamb_pic_ppc3_t4,pic,3,,1.6471999999999998,30.0,0.1898953087230203,0.19426905426353316,0.19404901815190057
lamb_pic_ppc3_t4,pic,3,,1.6626666666666665,30.0,0.18764784913568625,0.19246190254586393,0.19227009913189652
lamb_pic_ppc3_t4,pic,3,,1.6781333333333333,30.0,0.18498797448220736,0.19068806177623462,0.1905210541330907
lamb_pic_ppc3_t4,pic,3,,1.6935999999999998,30.0,0.18263105737389204,0.18894661948278657,0.18880136371305156
lamb_pic_ppc3_t4,pic,3,,1.7090666666666665,30.0,0.1801703762838463,0.18723669618462763,0.1871104998146019
lamb_pic_ppc3_t4,pic,3,,1.724533333333333,30.0,0.17776177510872437,0.1855574439221796,0.18544792827790152
lamb_pic_ppc3_t4,pic,3,,1.7399999999999998,30.0,0.17557824918396722,0.1839080448635803,0.18381311109903578
lamb_pic_ppc3_t4,pic,3,,1.7554666666666665,30.0,0.17259363009508263,0.18228770998298557,0.18220550845211217
lamb_pic_ppc3_t4,pic,3,,1.7709333333333332,30.0,0.1698728657532802,0.18069567780678603,0.18062458049141758
lamb_pic_ppc3_t4,pic,3,,1.7863999999999998,30.0,0.16710180310663994,0.1791312132239404,0.17906978894966974
lamb_pic_ppc3_t4,pic,3,,1.8018666666666665,30.0,0.16506663839186914,0.17759360635681437,0.1775405985478123
lamb_pic_ppc3_t4,pic,3,,1.817333333333333,30.0,0.1616428239817189,0.1760821714891049,0.1760364782311725
lamb_pic_ppc3_t4,pic,3,,1.8327999999999998,30.0,0.15855574843624634,0.17459624604761817,0.17455690224613046
lamb_pic_ppc3_t4,pic,3,,1.8482666666666665,30.0,0.15555491304130928,0.17313518963485194,0.17310135107075691
lamb_pic_ppc3_t4,pic,3,,1.8637333333333332,30.0,0.15256414437354435,0.17169838310951144,0.1716693122121614
lamb_pic_ppc3_t4,pic,3,,1.8791999999999998,30.0,0.14941970055550097,0.17028522771225627,0.17026028088257583
lamb_pic_ppc3_t4,pic,3,,1.8946666666666665,30.0,0.1457307565090718,0.16889514423413882,0.16887376056547473
lamb_pic_ppc3_t4,pic,3,,1.910133333333333,30.0,0.1423930995011818,0.16752757222534767,0.16750926348231984
lamb_pic_ppc3_t4,pic,3,,1.9255999999999998,30.0,0.13897958920311218,0.16618196924201434,0.16616631096981044
lamb_pic_ppc3_t4,pic,3,,1.9410666666666665,30.0,0.13550161169180033,0.16485781012897893,0.16484443377683378
lamb_pic_ppc3_t4,pic,3,,1.9565333333333332,30.0,0.13150926724081538,0.16355458633653772,0.16354317228963972
lamb_pic_ppc3_t4,pic,3,,1.9719999999999998,30.0,0.12762803521161434,0.16227180526931764,0.16226207669311923
lamb_pic_ppc3_t4,pic,3,,1.9874666666666665,30.0,0.12354670247557471,0.16100898966553392,0.16100070707544525
lamb_pic_ppc3_t4,pic,3,,2.002933333333333,30.0,0.11931137936876185,0.15976567700499453,0.1597586334827429
lamb_pic_ppc3_t4,pic,3,,2.0183999999999997,30.0,0.11523004297302544,0.15854141894431256,0.15853543592989236
lamb_pic_ppc3_t4,pic,3,,2.0338666666666665,30.0,0.11076431666663156,0.1573357807778818,0.15733070437303429
lamb_pic_ppc3_t4,pic,3,,2.0493333333333332,30.0,0.10614475981003886,0.1561483409232555,0.15614403864884574
lamb_pic_ppc3_t4,pic,3,,2.0648,30.0,0.10124079393022173,0.15497869042965098,0.15497504838518145
lamb_pic_ppc3_t4,pic,3,,2.0802666666666663,30.0,0.09694699682073543,0.1538264325083769,0.15382335288723525
lamb_pic_ppc3_t4,pic,3,,2.095733333333333,30.0,0.0922185596134376,0.1526911820840518,0.1526885810029644
lamb_pic_ppc3_t4,pic,3,,2.1111999999999997,30.0,0.0869512934499025,0.15157256536554797,0.15157037097113746
lamb_pic_ppc3_t4,pic,3,,2.1266666666666665,30.0,0.08178146063196375,0.15047021943565705,0.1504683702550142
lamb_pic_ppc3_t4,pic,3,,2.1421333333333332,30.0,0.07630251448539228,0.149383791858531,0.14938223536433895
lamb_pic_ppc3_t4,pic,3,,2.1575999999999995,30.0,0.07159777145925936,0.14831294030400727,0.1483116316680304
lamb_pic_ppc3_t4,pic,3,,2.1730666666666663,30.0,0.06603415161504121,0.14725733218797615,0.14725623319967587
lamb_pic_ppc3_t4,pic,3,,2.188533333333333,30.0,0.0604447797790568,0.1462166443279981,0.14621572245768863
lamb_pic_ppc3_t4,pic,3,,2.2039999999999997,30.0,0.05442041430840864,0.1451905626134207,0.14518979020175762
lamb_pic_ppc3_t4,pic,3,,2.2194666666666665,30.0,0.048822148339747205,0.1441787816892886,0.1441781352470132
lamb_pic_ppc3_t4,pic,3,,2.234933333333333,30.0,0.04396844216855808,0.14318100465337869,0.14318046425714523
lamb_pic_ppc3_t4,pic,3,,2.2504,30.0,0.03836841938461556,0.142196942765728,0.1421964915375408
lamb_pic_ppc3_t4,pic,3,,2.2658666666666663,30.0,0.031683102484366586,0.14122631517005843,0.14122593882935788
lamb_pic_ppc3_t4,pic,3,,2.281333333333333,30.0,0.024830608614983707,0.14026884862653316,0.14026853510531523
lamb_pic_ppc3_t4,pic,3,,2.2967999999999997,30.0,0.02142000045752886,0.1393242772553111,0.13932401636785768
lamb_pic_ppc3_t4,pic,3,,2.3122666666666665,30.0,0.01052931460794045,0.13839234229039288,0.1383921254502479
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.0077333333333333325,30.0,0.02927405708385663,0.01546377647862493,0.006186204202009305
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.03866666666666666,30.0,0.06981482489065803,0.07697313763084156,0.030875594331291792
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.054133333333333325,30.0,0.10731299836084675,0.10728123392613535,0.04314842006066083
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.0696,30.0,0.14284594579187304,0.13711389636699797,0.05534420337472609
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.08506666666666665,30.0,0.1715015739017759,0.16634336488088888,0.06744145753886514
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.10053333333333332,30.0,0.19030460784568298,0.19484776488965766,0.07941908533310482
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.11599999999999999,30.0,0.21892843251418442,0.2225122274027084,0.09125646063303075
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.13146666666666665,30.0,0.24661971562669396,0.2492299026962175,0.10293350707063813
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.1469333333333333,30.0,0.27210836776067493,0.2749028536919152,0.11443077330383672
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.1624,30.0,0.2935218702968082,0.2994428176187504,0.12572950445199108
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.17786666666666665,30.0,0.3175536537607073,0.32277182720270803,0.13681170928710906
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.1933333333333333,30.0,0.34168189649945085,0.3448226854158362,0.14766022280572327
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.20879999999999999,30.0,0.36458965025245027,0.3655392906551092,0.15825876384479315
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.22426666666666664,30.0,0.38572352505206375,0.3848768120454449,0.16859198744564402
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.2397333333333333,30.0,0.4025664611570836,0.40280171730180325,0.178645531712686
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.2552,30.0,0.41664776955399435,0.4192916581799597,0.1884060589579137
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.2706666666666666,30.0,0.43200700551368554,0.43433522093752674,0.19786129096758487
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.2861333333333333,30.0,0.4461640546964108,0.4479315513668885,0.20700003827351487
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.3016,30.0,0.45705155284840265,0.4600898658094287,0.2158122233576621
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.3170666666666666,30.0,0.4673375200163875,0.47082886108482047,0.22428889776466882
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.3325333333333333,30.0,0.4778496964949147,0.4801760374493151,0.2324222531423198
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.348,30.0,0.48676932626612174,0.48816694952214795,0.24020562627405306
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.3634666666666666,30.0,0.4932471645507825,0.4948444005886417,0.24763349821032538
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.3789333333333333,30.0,0.49822928139285994,0.5002575958109977,0.2547014876463922
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.3944,30.0,0.5028550291783414,0.5044612696705381,0.26140633873258645
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.4098666666666666,30.0,0.5060357816427142,0.5075148024533452,0.26774590353913724
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.4253333333333333,30.0,0.5079492558187602,0.5094813398063296,0.27371911943069493
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.44079999999999997,30.0,0.509033482613451,0.5104269283694319,0.2793259816357654
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.4562666666666666,30.0,0.5090460116401662,0.5104196792722421,0.28456751132301916
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.4717333333333333,30.0,0.5082958419213192,0.5095289699124792,0.289445719519757
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.48719999999999997,30.0,0.506694351534598,0.5078246929530228,0.29396356722756734
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.5026666666666666,30.0,0.5044627057854982,0.5053765599266045,0.2981249221063343
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.5181333333333333,30.0,0.5014473388905104,0.5022534652642757,0.30193451211019967
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.5335999999999999,30.0,0.49761543024378885,0.4985229150040373,0.30539787646786576
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.5490666666666666,30.0,0.49333588084188307,0.4942505229246528,0.3085213144047856
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.5645333333333333,30.0,0.48845416724292334,0.48949957541740974,0.3113118320064119
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.5799999999999998,30.0,0.4835582819073231,0.4843306650813849,0.31377708761987394
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.5954666666666666,30.0,0.478540424486727,0.47880139182646997,0.3159253361863866
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.6109333333333333,30.0,0.47258073305007425,0.4729661292085485,0.31776537288852524
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.6263999999999998,30.0,0.4660987106799352,0.4668758528132504,0.31930647648545246
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.6418666666666666,30.0,0.46023854075936904,0.46057802675405396,0.3205583526954657
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.6573333333333333,30.0,0.4542712270526916,0.4541165437580126,0.3215310779691057
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.6727999999999998,30.0,0.4472220681777824,0.4475317138747211,0.3222350439777753
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.6882666666666666,30.0,0.4400880228510496,0.4408602965544005,0.3226809031226525
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.7037333333333333,30.0,0.43363896755592163,0.43413557068919706,0.3228795153469043
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.7191999999999998,30.0,0.42734466078881095,0.42738743718562644,0.3228418965111134
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.7346666666666666,30.0,0.4203167325902758,0.42064254872143697,0.32257916856769936
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.7501333333333333,30.0,0.41345987843769383,0.4139244615217211,0.3221025117452268
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.7655999999999998,30.0,0.40714446099312,0.40725380425100105,0.32142311892812514
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.7810666666666666,30.0,0.4009009868080121,0.40064845944431376,0.320552152391761
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.7965333333333333,30.0,0.394164991781598,0.39412375327543603,0.31950070302725647
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.8119999999999998,30.0,0.3874260016168073,0.38769264986955393,0.31827975216518073
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.8274666666666666,30.0,0.3811388549589112,0.3813659467971647,0.3169001360824761
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.8429333333333333,30.0,0.37505181330305826,0.3751524688234367,0.31537251325292115
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.8583999999999998,30.0,0.3692697666228468,0.36905925742173934,0.31370733437826914
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.8738666666666666,30.0,0.36309204979077864,0.3630917539823007,0.3119148152150983
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.8893333333333333,30.0,0.3570429436630179,0.3572539750492691,0.3100049121915097
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.9047999999999998,30.0,0.35131715915448425,0.35154867829577235,0.30798730078824305
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.9202666666666666,30.0,0.34606804630282256,0.3459775182923552,0.3058713566406367
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.9357333333333333,30.0,0.34074848266791663,0.3405411914363392,0.3036661393012395
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.9511999999999998,30.0,0.33522797943199384,0.3352395696863806,0.3013803785878171
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.9666666666666666,30.0,0.32974518184899887,0.3300718229871938,0.2990224634280553
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.9821333333333333,30.0,0.3251847569006101,0.32503653047439457,0.2966004331004424
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,0.9975999999999998,30.0,0.32065110254139084,0.3201317807198954,0.2941219707606236
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,1.0130666666666666,30.0,0.3154345901764058,0.315355261416102,0.2915943991339488
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,1.0285333333333333,30.0,0.31034287650063586,0.3107043390046577,0.28902467824794087
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,1.0439999999999998,30.0,0.30572187623449343,0.3061761288353704,0.28641940507295166
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,1.0594666666666666,30.0,0.30175357687440296,0.30176755649616155,0.2837848149352958
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,1.074933333333333,30.0,0.29759041225432636,0.29747541098842956,0.2811267845645695
lamb_flip_ppc3_coefpic0_t4,flip,3,0.0,1.0903999999999998,30.0,0.29312702098449483,0.29329639043715033,0.2784508366356154
